campaign_id,click_rate
2002,0.02590505243045068
2003,0.015288101980789665
2004,0.00831149012239643
2005,0.156151842118671
2006,0.15079834029811756
2007,0.05033009701904939
2008,0.028138372973418913
2009,0.015410661134608055
2010,0.0250403546346435
2011,0.06880126251632251
2012,0.008600765407916992
2013,0.017908104790576692
2014,0.03309308885096503
2015,0.023468838411708257
2016,0.026202140041130414
2017,0.00825695730819602
2018,0.029692946366662133
2019,0.012201486711427772
2020,0.02799404606247284
2021,0.00680049691816329
2022,0.021038267766799706
2023,0.026650734070976706
2024,0.031733668374630306
2025,0.025487922369158523
2026,0.012272264724412826
2027,0.011019567854546474
2028,0.016099817132991454
2029,0.006872597252391842
2030,0.06705998455331115
2031,0.027359214163318296
2032,0.0554482209387639
2033,0.16910146575638924
2034,0.01637178678185092
2035,0.02743839555603134
2036,0.08158198504837148
2037,0.024042072419551645
2038,0.010386188605668405
2039,0.0674493798613874
2040,0.03261226664502556
2041,0.03317487203870334
2042,0.02512667019854778
2043,0.009963270039362948
2044,0.03032725213519295
2045,0.05033375488627658
2046,0.028765815362624375
2047,0.007535406292662706
2048,0.0068555244502395965
2049,0.009078387474216644
2050,0.2146755983742333
2051,0.011205497810059558
2052,0.014203292082511634
2053,0.009400248112937083
2054,0.010253545307083493
2055,0.005203096485000797
2056,0.09089488377276997
2057,0.013017893502321744
2058,0.006897141171136267
2059,0.03238978563066196
2060,0.01911453886768619
2061,0.11801390280585722
2062,0.11804082847467601
2063,0.010127302418275242
2064,0.031968640545308444
2065,0.021172267630614323
2066,0.026040776285373733
2067,0.08862658607849554
2068,0.015600192885427158
2069,0.029670946807348858
2070,0.11691107360984851
2071,0.0165871190933659
2072,0.012716459631482128
2073,0.01454796121574372
2074,0.011122928807778933
2075,0.009276925614437095
2076,0.0838263908128344
2077,0.17133190681252142
2078,0.0602009827731525
2079,0.04167629052609178
2080,0.08401358363300751
2081,0.012097939767334958
2082,0.09879253218178449
2083,0.056416631649533186
2084,0.08855844756480166
2085,0.013617031569340111
2086,0.01021138543783121
2087,0.0549102564271238
2088,0.03639460123267773
2089,0.046388325806305225
2090,0.023480620450303934
2091,0.018753954136987314
2092,0.016920971425213545
2093,0.07781957746493252
2094,0.03642314357982708
2095,0.026199689675042877
2096,0.0316700797597254
2097,0.09513271382473464
2098,0.015158190964867672
2099,0.05080338886886019
2100,0.02509814266766801
2101,0.02798770259567001
2102,0.1264101644056535
2103,0.012061933928333289
2104,0.0487154653417701
2105,0.18770366432142527
2106,0.016541900370823072
2107,0.01755658873138774
2108,0.01751772156392489
2109,0.013888595889043651
2110,0.1465950445933762
2111,0.040256168626816545
2112,0.021745947121101675
2113,0.012446535075192177
2114,0.023251135143362037
2115,0.04244440764707372
2116,0.045614134834436014
2117,0.01068089602112739
2118,0.030068825734253558
2119,0.011759260583379363
2120,0.009466139686846054
2121,0.02461800086100482
2122,0.017165217310174164
2123,0.008565496304946445
2124,0.021668988980390894
2125,0.009238107553822811
2126,0.062159437724477316
2127,0.010819121355220165
2128,0.016201523379917322
2129,0.010192705770646751
2130,0.04923762416066629
2131,0.009319079987789726
2132,0.010075761633960133
2133,0.008177810771856961
2134,0.009411143170941483
2135,0.01078325121731535
2136,0.005261062737161199
2137,0.017192687477936307
2138,0.009113436504447073
2139,0.028943427939427523
2140,0.016568138936281316
2141,0.02381862603420434
2142,0.045664394427460564
2143,0.024441909668874877
2144,0.010817380345310717
2145,0.01713025432059819
2146,0.01576991831227811
2147,0.009943770650401477
2148,0.006401501022898671
2149,0.01655764649260308
2150,0.021198777747160388
2151,0.09552767547519345
2152,0.010780643869944283
2153,0.007231114282096438
2154,0.013960797095765067
2155,0.036017808642685514
2156,0.010730277293065103
2157,0.00843187021523555
2158,0.01909556044572624
2159,0.011091545738745023
2160,0.029649478044258597
2161,0.020984197899883053
2162,0.2799882871006299
2163,0.010009082491614425
2164,0.030160582629961605
2165,0.04650005033457158
2166,0.036230422658452194
2167,0.023853044020299023
2168,0.021125672793041825
2169,0.023569962847121068
2170,0.030020676007629647
2171,0.025123018047002992
2172,0.06252992721797215
2173,0.01262680334218416
2174,0.02047312316097534
2175,0.015781134761887413
2176,0.02451277186909205
2177,0.02390848845143547
2178,0.008612499917139825
2179,0.052244383632265017
2180,0.05650124509111567
2181,0.022381905803162256
2182,0.01696314787987913
2183,0.15503256668326762
2184,0.13801586369715713
2185,0.01839735200174994
2186,0.020087670346537637
2187,0.019386061126523614
2188,0.07690429434851978
2189,0.014354688294882846
2190,0.08646890348071258
2191,0.09495324065377535
2192,0.026893640345980206
2193,0.03307005185603284
2194,0.011677260706081397
2195,0.006556096752575827
2196,0.08787827936674551
2197,0.20267746846096837
2198,0.006246795468168883
2199,0.008675806914761058
2200,0.044513425346881824
2201,0.008711282193585374
2202,0.04710413281672956
2203,0.00873547868837335
2204,0.05510183323770388
2205,0.18668645303559545
2206,0.18131546726518494
2207,0.011849434624494027
2208,0.013284239902933875
2209,0.01997813349064066
2210,0.02325356145912359
2211,0.09066709398833725
2212,0.011839404256886272
2213,0.015398885154692505
2214,0.01783731623391599
2215,0.018140159025651283
2216,0.018949745271290577
2217,0.11742764269478538
2218,0.014251375337170686
2219,0.06717652007011818
2220,0.016671113886689324
2221,0.012261361098365134
2222,0.018207680573560446
2223,0.038818047404043224
2224,0.019138790079306054
2225,0.013756356056769132
2226,0.08776230749933961
2227,0.044501114040854786
2228,0.011713171255530177
2229,0.045747387292635444
2230,0.007706260285455021
2231,0.3244420206562525
2232,0.04803392285435394
2233,0.33887608584513373
2234,0.047180854255915
2235,0.05806977011438213
2236,0.011995629523450724
2237,0.011630534051362648
2238,0.008048669874454635
2239,0.33671879546925604
2240,0.012989059913428615
2241,0.013261765758469893
2242,0.015155900309531314
2243,0.017029374596103163
2244,0.009396858892809015
2245,0.03377653371716522
2246,0.007761126008330324
2247,0.006748098391904894
2248,0.023850238729812227
2249,0.02330490020471912
2250,0.030287129415383453
2251,0.009081801916267366
2252,0.0034039278688216433
2253,0.003504718983001518
2254,0.009633446860523363
2255,0.009633446860523363
2256,0.04196769151941471
2257,0.01184349109715396
2258,0.02251275323436597
2259,0.01825991449939432
2260,0.008488426066526429
2261,0.011828066233650134
2262,0.016462782950310655
2263,0.010063071307050872
2264,0.01618700589816997
2265,0.013204725936027364
2266,0.036526167975805844
2267,0.007444747929363948
2268,0.052653418382174404
2269,0.009950052713632924
2270,0.015721495381861402
2271,0.014866928877953855
2272,0.044735431615753246
2273,0.0583811113757358
2274,0.017825655310578736
2275,0.014079539868568691
2276,0.06340848816873551
2277,0.17958542377474568
2278,0.014290897583995876
2279,0.044178964196947286
2280,0.032940992594730774
2281,0.008877515673548527
2282,0.009714516801162164
2283,0.057347548886809555
2284,0.16647260675806785
2285,0.011387701941197433
2286,0.025195072812103383
2287,0.026381676088198174
2288,0.022402816863020675
2289,0.0933626933593888
2290,0.017869453484862845
2291,0.03470504374517782
2292,0.012338058928130351
2293,0.011299467814819076
2294,0.023870456243673472
2295,0.010006404878496664
2296,0.02268736329587525
2297,0.007970234076421374
2298,0.01843035807078908
2299,0.013010396629201962
2300,0.019144109703162063
2301,0.04994041359722237
2302,0.020617495757520792
2303,0.01446995324190043
2304,0.018967576270637478
2305,0.014583591704928489
2306,0.027533838377653837
2307,0.07415346127161326
2308,0.08469347687849373
2309,0.017373517593651328
2310,0.009577853923990368
2311,0.013359153626825581
2312,0.11536223835505383
2313,0.01022190521849017
2314,0.021307313538571387
2315,0.015965230451617986
2316,0.017869853465163864
2317,0.04919676295445323
2318,0.07547522816453557
2319,0.0249952011007951
2320,0.11868013189463472
2321,0.019107139046069185
2322,0.02113156997887909
2323,0.01806184127749226
2324,0.03930814943378245
2325,0.01630618118830551
2326,0.015081940359091795
2327,0.014396615714641531
2328,0.05372120098397892
2329,0.012094752594672522
2330,0.02198644548947213
2331,0.00995793674637074
2332,0.05979256893776194
2333,0.02691773187045984
2334,0.015960760668094834
2335,0.09897745942411618
2336,0.01388646017661389
2337,0.028213312894146282
2338,0.03474314894586449
2339,0.012954439237671088
2340,0.03534239396203705
2341,0.010445544427023905
2342,0.018068341747980513
2343,0.014937407720803068
2344,0.015656610694887954
2345,0.03233991942063583
2346,0.3255411169430436
2347,0.016620516471662877
2348,0.023241343971554498
2349,0.030471016287777885
2350,0.017762518141721792
2351,0.04108389350139012
2352,0.04885387323058203
2353,0.4704925221852319
2354,0.014454840560581035
2355,0.020416867043939472
2356,0.029522413185183772
2357,0.035320358320004304
2358,0.08630386152790942
2359,0.01319327210558696
2360,0.01368926310569627
2361,0.04726638022830798
2362,0.01648224077725899
2363,0.015452923311691758
2364,0.014390409766707489
2365,0.031093482553827823
2366,0.02132748735906487
2367,0.05427249952431055
2368,0.009346890631360573
2369,0.2929914510506161
2370,0.018160714838722045
2371,0.08257749244483416
2372,0.018510170007998383
2373,0.009339429433845158
2374,0.026510378096993924
2375,0.017479613940785337
2376,0.02382576630100957
2377,0.012212071915906881
2378,0.009691129667320665
2379,0.026878949923079862
2380,0.02856029429503372
2381,0.13076373227523425
2382,0.07785131780755554
2383,0.03201511694311024
2384,0.030542434582919463
2385,0.013639865805211503
2386,0.04559548929776626
2387,0.014713638378583232
2388,0.04110969737434566
2389,0.14325776800272708
2390,0.04447802309612135
2391,0.040931036909732016
2392,0.020651744648564292
2393,0.013901911931151917
2394,0.01499740310653493
2395,0.0111088634903833
2396,0.01105183676013967
2397,0.11741180855928929
2398,0.2823390167086467
2399,0.16307063792659193
2400,0.014931914865449258
2401,0.053848464429316636
2402,0.016880841887280198
2403,0.02599204315231847
2404,0.04390417892623869
2405,0.021091068068455832
2406,0.02493645543757052
2407,0.03726960113065132
2408,0.02696011321892509
2409,0.03098710199495834
2410,0.023096713920921528
2411,0.1815676616808723
2412,0.09169007658801746
2413,0.04584820762078289
2414,0.2896052563896489
2415,0.017663574840785193
2416,0.03204275746058187
2417,0.027798724180972467
2418,0.11030993972943495
2419,0.04203525968010238
2420,0.08731421343303929
2421,0.07541487694506886
2422,0.22777385361993882
2423,0.06445622193580917
2424,0.022752085719231246
2425,0.014581215477124128
2426,0.021178380962049985
2427,0.030176103511856227
2428,0.008650105123715975
2429,0.0399403329932877
2430,0.012153454817393647
2431,0.03136309704018264
2432,0.030791918722777766
2433,0.04605806520686726
2434,0.375330715145001
2435,0.017299652625084882
2436,0.1415299705097523
2437,0.024507560292971693
2438,0.4038009967333449
2439,0.049535347877451175
2440,0.07781756484393872
2441,0.019576492857446535
2442,0.013594604381288667
2443,0.09675205835485653
2444,0.1017996370936118
2445,0.04062190572594147
2446,0.10833606382681339
2447,0.03743952255201621
2448,0.027095306782527216
2449,0.23480717422552488
2450,0.03350437283859803
2451,0.05635427424217218
2452,0.009507512840714513
2453,0.035678897461445855
2454,0.06267510731462415
2455,0.014998601608502728
2456,0.06737872281014673
2457,0.013506997025329624
2458,0.029974597050698146
2459,0.019715768154126036
2460,0.05921270444263519
2461,0.01289494515103856
2462,0.0872994056759509
2463,0.12249879593904252
2464,0.015972733913542283
2465,0.08954695568241915
2466,0.010461400834750126
2467,0.01298504161680323
2468,0.01365714259436045
2469,0.04135403311345411
2470,0.009271648353902255
2471,0.14510527069184437
2472,0.018974850480205606
2473,0.022609984440928103
2474,0.022803310875178097
2475,0.02048022821216958
2476,0.01976953231094741
2477,0.021783500554510848
2478,0.013120099359939942
2479,0.027292398358145228
2480,0.013607429925571372
2481,0.03242152073441724
2482,0.020344697882437493
2483,0.014310314613844195
2484,0.01680562095994195
2485,0.007421827336607875
2486,0.09349694356319492
2487,0.029974597050698146
2488,0.04928906094777787
2489,0.05069739633856802
2490,0.04274475413285124
2491,0.04387394471784039
2492,0.027461915342884054
2493,0.09341183648292477
2494,0.014479497358106495
2495,0.015303801564450987
2496,0.016036156967924244
2497,0.007411069793064262
2498,0.09510270116699356
2499,0.04838264473750375
2500,0.05156155462220457
2501,0.039887834992388724
2502,0.026664134904267715
2503,0.1395458393461709
2504,0.029083009712255033
2505,0.029709557667751307
2506,0.025392204758275673
2507,0.02121246564761179
2508,0.027246134847722137
2509,0.01382116277690051
2510,0.02366646116400452
2511,0.022779695575788076
2512,0.02937557247796937
2513,0.04052064552716097
2514,0.051243900987589866
2515,0.04265584221733504
2516,0.02097542109667116
2517,0.06978982393731278
2518,0.07576617435252904
2519,0.06313691747255848
2520,0.06335978699778448
2521,0.04430530084626728
2522,0.01888814562528478
2523,0.16434087558803212
2524,0.027467948771050722
2525,0.03979741323695896
2526,0.023036145506642833
2527,0.0604830270116359
2528,0.030365326660903236
2529,0.14163818609281176
2530,0.08187462502934434
2531,0.10072684733259395
2532,0.04503138133153963
2533,0.02820597944159624
2534,0.01656335257214728
2535,0.039643053236699095
2536,0.03711666003563854
2537,0.03975559674701039
2538,0.03821849842741149
2539,0.03927785103324779
2540,0.015095694698774729
2541,0.041498027838897826
2542,0.016904107946266803
2543,0.026673518892128066
2544,0.042109441914635344
2545,0.010667308347396754
2546,0.041161255212684746
2547,0.05719379145303118
2548,0.14941547154069615
2549,0.08972561618987818
2550,0.0433272777802124
2551,0.050099368887825096
2552,0.03452370943319454
2553,0.06372379870213686
2554,0.028443217530445864
2555,0.06891861763715845
2556,0.04025575160363302
2557,0.06187336433821478
2558,0.05488896438008398
2559,0.040535214073402166
2560,0.03527534200366577
2561,0.031103425237448537
2562,0.0371745889528938
2563,0.027147632684466606
2564,0.026202822802192736
2565,0.04622346372859751
2566,0.01370782854079785
2567,0.047924952934879216
2568,0.0410609145742408
2569,0.17621812082254695
2570,0.02379915483391253
2571,0.03120803616961148
2572,0.01240810831852809
2573,0.021171032050350237
2574,0.04100065756127495
2575,0.029657735113809966
2576,0.020290079160550336
2577,0.02784279967235429
2578,0.015574550794598845
2579,0.026836966588533972
2580,0.029452529577283705
2581,0.054258070735335145
2582,0.10221088959922729
2583,0.1052252143665819
2584,0.01387789394040829
2585,0.01649032017696723
2586,0.015887894043908623
2587,0.02685357483386489
2588,0.024715641345765694
2589,0.03280352355570233
2590,0.011072926685579793
2591,0.025278254157098622
2592,0.04748718633999197
2593,0.20361144165605446
2594,0.1573439548535409
2595,0.03463210625323707
2596,0.12226029059061684
2597,0.013152874640939815
2598,0.018289643307472302
2599,0.06679243834283924
2600,0.0385989759156325
2601,0.057071745496418344
2602,0.04286794209937995
2603,0.0366106045733666
2604,0.023698047652518102
2605,0.0218149107829731
2606,0.07293434446702797
2607,0.031536820169864054
2608,0.08034257157246612
2609,0.08812507108546722
2610,0.09434711934900422
2611,0.03208333175012037
2612,0.1450922407146637
2613,0.03328348579774697
2614,0.09036799943334729
2615,0.07506328908217862
2616,0.039383229214104615
2617,0.036993071835192945
2618,0.08244852952939953
2619,0.21229586601882836
2620,0.11236186633594497
2621,0.11151510869004558
2622,0.04715321516017771
2623,0.008577716300480103
2624,0.014121414416345235
2625,0.01082803088942184
2626,0.03333115606980269
2627,0.04309010590619021
2628,0.03862098718624726
2629,0.06921546876177101
2630,0.019779591364203042
2631,0.018032978601654683
2632,0.015023669802409392
2633,0.03373835425964096
2634,0.019703252517578245
2635,0.021996568923446945
2636,0.0657295931487762
2637,0.05239740800898517
2638,0.07206141708111126
2639,0.06913818749256835
2640,0.021983899509501734
2641,0.3658808449115142
2642,0.019138506431835012
2643,0.24947642783078192
2644,0.029083019471704327
2645,0.1395744491826578
2646,0.010434710980231856
2647,0.027360038056070457
2648,0.015006913189668444
2649,0.26629863047400376
2650,0.02504933243039511
